Kanji,Reading,Indonesian
輸血,ゆけつ,Transfusi darah
輸送,ゆそう,Transportasi
油断,ゆだん,Kesabaran
ゆでる,ゆでる,Merebus
湯飲み,ゆのみ,Gelas
緩い,ゆるい,Lembut
溶岩,ようがん,Lava
容器,ようき,Wadah
用語,ようご,Istilah
要旨,ようし,Ringkasan
幼児,ようじ,Balita
容積,ようせき,Volume
幼稚,ようち,Kanak-kanakan
幼稚園,ようちえん,Pra-sekolah
用途,ようと,Kegunaan
洋品店,ようひんてん,Toko pakaian
養分,ようぶん,Nutrisi
羊毛,ようもう,Domba
漸く,ようやく,Akhirnya
要領,ようりょう,Cara berpikir
欲張り,よくばり,Rakus
余計,よけい,Tambahan
よこす,よこす,Yokosu
汚す,よごす,Mengotori
寄せる,よせる,Mengirim
余所,よそ,Orang asing
四つ角,よつかど,Sudut
酔っ払い,よっぱらい,Mabuk
予備,よび,Cadangan
呼び掛ける,よびかける,Memanggil
呼び出す,よびだす,Memanggil
蘇る,よみがえる,Kembali
因る,よる,Karena
慶び,よろこび,Kebahagiaan
慶ぶ,よろこぶ,Merayakan
来日,らいにち,Kedatangan di Jepang
落第,らくだい,Gagal
ラッシュアワー,ラッシュアワー,Jam Rush
欄,らん,Kolom
ランチ,ランチ,Makan siang
ランニング,ランニング,Lari
乱暴,らんぼう,Kasar
理科,りか,Sains
利害,りがい,Kepentingan
リズム,リズム,Ritme
リットル,リットル,Liter
リボン,リボン,pita
略す,りゃくす,Singkatan
流域,りゅういき,Aliran sungai
寮,りょう,Asrama
両側,りょうがわ,Kedua sisi
漁師,りょうし,Nelayan
領事,りょうじ,Kedutaan
領収,りょうしゅう,Bukti Pembayaran
臨時,りんじ,Sementara
留守番,るすばん,Menunggu di rumah
例外,れいがい,Contoh
零点,れいてん,Nol
冷凍,れいとう,Beku
レインコート,レインコート,Jas hujan
レクリェーショ,レクリェーショ,Rekreasi
ン,ン,N
レジャー,レジャー,Rekreasi
列島,れっとう,Pulau-pulau
レベル,レベル,Tingkat
リポート,リポート,Laporan
煉瓦,れんが,Batu bata
連合,れんごう,Aliansi
レンズ,レンズ,Lensa
蝋燭,ろうそく,lilin
ローマじ,ローマじ,Roma saja
録音,ろくおん,Rekaman
ロッカー,ロッカー,Lemari
ロビー,ロビー,Ruang tunggu
論ずる,ろんずる,Membahas
和英,わえい,Bahasa Inggris-Jepang
分る,わかる,Memahami
分かれる,わかれる,Berpisah
若々しい,わかわかしい,Mudah
湧く,わく,Mengalir
詫びる,わびる,Permohonan maaf
和服,わふく,Pakaian tradisional Jepang
わりあいに,わりあいに,Secara umum
割算,わりざん,Pembagian
割と,わりと,Cukup
割引,わりびき,Diskon
椀,わん,Mangkok
碗,わん,Mangkuk
ワンピース,ワンピース,One Piece
