Kanji,Reading,Indonesian
存続,そんぞく,Kelangsungan hidup
沿い,ぞい,Sepanjang
像,ぞう,Patung
増強,ぞうきょう,Memperkuat
蔵相,ぞうしょう,Perdana Menteri
増進,ぞうしん,Mempercepat
ぞんざい,ぞんざい,tidak sopan
他意,たい,Kehendak lain
対応,たいおう,Sesuai
退化,たいか,Degenerasi
体格,たいかく,Postur tubuh
大概,たいがい,Perkiraan
退学,たいがく,Mengundurkan diri
大金,たいきん,Uang banyak
待遇,たいぐう,Kondisi Kerja
対決,たいけつ,Pertarungan
体験,たいけん,Pengalaman
対抗,たいこう,Menghadapi
対して,たいして,Untuk
大衆,たいしゅう,Masyarakat umum
対処,たいしょ,Penanganan
退職,たいしょく,Pensiun
退治,たいじ,Menghancurkan
態勢,たいせい,Posisi
対談,たいだん,Diskusi
対等,たいとう,Sama
滞納,たいのう,Keterlambatan
対比,たいひ,Perbandingan
大部,たいぶ,Ikan besar
対辺,たいへん,Sisi yang berlawanan
待望,たいぼう,Penantian
怠慢,たいまん,Kelalaian
対面,たいめん,Pertemuan langsung
体力,たいりょく,Kekuatan fisik
対話,たいわ,Percakapan
耐える,たえる,Tahan
絶える,たえる,Berhenti
堪える,たえる,Layak
高,たか,Tinggi
高まる,たかまる,Semakin meningkat
焚火,たきび,Api unggun
沢山,たくさん,Banyak
逞しい,たくましい,Lincah
巧み,たくみ,Cerdas
類,たぐい,Kategori
丈,たけ,Tinggi
足し算,たしざん,Penjumlahan
多数決,たすうけつ,Keputusan mayoritas
助け,たすけ,Bantuan
携わる,たずさわる,Terlibat
漂う,ただよう,Mengambang
館,たち,Gedung
立方,たちかた,Kubus
忽ち,たちまち,Hilang
立ち寄る,たちよる,Berhenti
達者,たっしゃ,Mahir
達成,たっせい,Mencapai
たった,たった,Hanya
尊い,たっとい,Mulia
貴い,たっとい,Mahal
尊ぶ,たっとぶ,Menghormati
絶つ,たつ,Akhir
盾,たて,Perisai
建前,たてまえ,Formalitas
奉る,たてまつる,Melayani
例え,たとえ,Contoh
仮令,たとえ,Meskipun
他動詞,たどうし,Kata kerja transitif
辿り着く,たどりつく,Sampai
辿る,たどる,Menelusuri
掌,たなごころ,Telapak tangan
楽しむ,たのしむ,Menikmati
頼み,たのみ,Permintaan
煙草,たばこ,Rokok
度々,たびたび,Sesekali
他方,たほう,Sebaliknya
多忙,たぼう,Sibuk
給う,たまう,Memberi
偶に,たまに,Sesekali
堪らない,たまらない,Tidak termaafkan
溜まり,たまり,Menabung
賜る,たまわる,Menerima
例,ためし,Contoh
躊躇う,ためらう,Ragu-ragu
保つ,たもつ,Menjaga
容易い,たやすい,Mudah
多様,たよう,Keragaman
弛み,たるみ,Kendor
弛む,たるむ,Melambat
誰,たれ,Siapa
垂れる,たれる,Menetes
歎,たん,Terkejut
反,たん,Menentang
単一,たんいつ,Satu
短歌,たんか,Haiku
担架,たんか,Brankas
短気,たんき,Cepat marah
探検,たんけん,Eksplorasi
短縮,たんしゅく,Singkatan
箪笥,たんす,Lemari
炭素,たんそ,Karbon
短大,たんだい,Diploma
単調,たんちょう,Monoton
単独,たんどく,Sendirian
短波,たんぱ,Gelombang pendek
蛋白質,たんぱくしつ,Protein
第,だい,Nomor
第一,だいいち,Pertama
大胆,だいたん,Berani
台無し,だいなし,Kosong
大便,だいべん,Kotoran
代弁,だいべん,Perwakilan
台本,だいほん,Naskah
代用,だいよう,Pengganti
打開,だかい,Membuka
妥協,だきょう,Kompromi
丈,だけ,Tinggi
妥結,だけつ,Kekompakan
打撃,だげき,Serangan
駄作,ださく,Film sampah
脱出,だっしゅつ,Melarikan diri
脱する,だっする,Melepas
脱退,だったい,Keluar
だぶだぶ,だぶだぶ,Longgar
騙す,だます,Menipu
だらけ,だらけ,berantakan
怠い,だるい,Pemalas
壇,だん,Altar
団結,だんけつ,Persatuan
断言,だんげん,Pernyataan
断然,だんぜん,Jelas
段々,だんだん,Segera
旦那,だんな,Suami
断面,だんめん,Potongan
弾力,だんりょく,Kekenyalan
治安,ちあん,Keamanan
近付く,ちかづく,Mendekat
違える,ちがえる,Tidak sesuai
契る,ちぎる,Menegosiasikan
畜産,ちくさん,Peternakan
畜生,ちくしょう,Sial
蓄積,ちくせき,Akumulasi
知性,ちせい,Kecerdasan
乳,ちち,Susu
父母,ちちはは,Orang tua
縮まる,ちぢまる,Menyusut
窒息,ちっそく,Asfiksia
些とも,ちっとも,Tidak sama sekali
秩序,ちつじょ,Ketertiban
知的,ちてき,Cerdas
著,ちゃく,Penulis
着,ちゃく,Memakai
着手,ちゃくしゅ,Memulai
着色,ちゃくしょく,Mewarnai
着席,ちゃくせき,Duduk
着目,ちゃくもく,Perhatikan
着陸,ちゃくりく,Mendarat
着工,ちゃっこう,Dimulai
茶の間,ちゃのま,Ruang teh
茶の湯,ちゃのゆ,Teh
ちやほや,ちやほや,Chayahoya
昼間,ちゅうかん,Siang hari
宙返り,ちゅうがえり,Backflip
中継,ちゅうけい,Transmisi
忠告,ちゅうこく,Peringatan
中指,ちゅうし,Jari tengah
中傷,ちゅうしょう,Fitnah
忠実,ちゅうじつ,Setia
中枢,ちゅうすう,Pusat
抽選,ちゅうせん,Pengundian
中断,ちゅうだん,Gangguan
中腹,ちゅうっぱら,Di tengah
中毒,ちゅうどく,Kecanduan
仲人,ちゅうにん,Perantara
昼飯,ちゅうはん,Makan siang
中立,ちゅうりつ,Netral
中和,ちゅうわ,Netralisasi
腸,ちょう,Usus
蝶,ちょう,Kupu-kupu
超,ちょう,Sangat
庁,ちょう,Kantor
調印,ちょういん,Penandatanganan
聴覚,ちょうかく,Pendengaran
長官,ちょうかん,Pejabat
聴講,ちょうこう,Mendengarkan
徴収,ちょうしゅう,Pengumpulan
聴診器,ちょうしんき,Stetoskop
挑戦,ちょうせん,Tantangan
長大,ちょうだい,Panjang
調停,ちょうてい,Mediasi
恰度,ちょうど,Khadu
長編,ちょうへん,Novel panjang
丁目,ちょうめ,Distrik
調理,ちょうり,Memasak
調和,ちょうわ,Harmoni
ちょくちょく,ちょくちょく,Sesering mungkin
直面,ちょくめん,Menghadapi
著書,ちょしょ,Buku yang ditulis
貯蓄,ちょちく,Tabungan
直感,ちょっかん,Intuisi
一寸,ちょっと,Seperempat
著名,ちょめい,Terkenal
ちらっと,ちらっと,Sebentar
塵取り,ちりとり,Membersihkan debu
治療,ちりょう,Terapi
賃金,ちんぎん,Gaji
沈殿,ちんでん,Shidzen
沈没,ちんぼつ,Terendam
沈黙,ちんもく,Kesunyian
陳列,ちんれつ,Penataan
追及,ついきゅう,Mengejar
追跡,ついせき,Pelacakan
次いで,ついで,Selanjutnya
追放,ついほう,Diusir
費やす,ついやす,Membuang
墜落,ついらく,Kecelakaan
通,つう,Baik
痛感,つうかん,Kesadaran akan rasa sakit
通常,つうじょう,Biasanya
痛切,つうせつ,Pahit
杖,つえ,Tongkat
遣い,つかい,Gaya
使い道,つかいみち,Penggunaan
仕える,つかえる,Melayani
司る,つかさどる,Mengatur
束の間,つかのま,Sementara
付き,つき,Bersama
付き合う,つきあう,Berkencan
月並み,つきなみ,Kebiasaan
尽きる,つきる,Habis
継ぎ目,つぎめ,Sambungan
吐く,つく,Mengeluarkan
尽くす,つくす,Semua
作り,つくり,Membuat
造り,つくり,"Membuat, Membuat, Membuat"
造る,つくる,Membangun
繕う,つくろう,Menulis
接ぐ,つぐ,Menyambungkan
継ぐ,つぐ,Melanjutkan
付け加える,つけくわえる,Menambahkan
告げる,つげる,Mengumumkan
辻褄,つじつま,Konsili
途中,つちゅう,Di tengah
突っ張る,つっぱる,Mencoba menarik
筒,つつ,Tabung
銃,つつ,Senjata
突く,つつく,Menyerang
慎む,つつしむ,Berhati-hati
伝言,つてごと,Pesan
勤まる,つとまる,Produktif
勤め先,つとめさき,Tempat kerja
努めて,つとめて,Berusaha
津波,つなみ,Gempa bumi
抓る,つねる,Menangkap
募る,つのる,Berkembang
唾,つば,Saliva
呟く,つぶやく,Mengungkapkan
瞑る,つぶる,Berpikir
壷,つぼ,Gudang
蕾,つぼみ,Bunga
躓く,つまずく,Buntu
摘む,つまむ,Mengambil
詰らない,つまらない,Tidak berlebihan
詰まり,つまり,Buntu
積もり,つもり,Menabung
露,つゆ,Matahari
強まる,つよまる,Semakin kuat
強める,つよめる,Memperkuat
連なる,つらなる,Berurutan
貫く,つらぬく,Melalui
連ねる,つらねる,Menyambungkan
釣り,つり,Memancing
吊り革,つりかわ,Pegangan
釣鐘,つりがね,Gong
吊るす,つるす,Gantung
手当て,てあて,Menemukan
体,てい,Tubuh
提供,ていきょう,Menyediakan
定義,ていぎ,Definisi
提携,ていけい,Kerjasama
体裁,ていさい,Tata letak
梯子,ていし,Tangga
定食,ていしょく,Menu
提示,ていじ,Penawaran
訂正,ていせい,Koreksi
停滞,ていたい,Stagnasi
邸宅,ていたく,Rumah besar
定年,ていねん,Pensiun
堤防,ていぼう,Dambaan
手遅れ,ておくれ,Terlambat
手数,てかず,Biaya
手掛かり,てがかり,Petunjuk
手掛ける,てがける,Menyediakan
手軽,てがる,Mudah
的,てき,Benda
適応,てきおう,Adaptasi
適宜,てきぎ,Sesekali
適性,てきせい,Kesesuaian
手際,てぎわ,Mahir
手順,てじゅん,Langkah-langkah
手錠,てじょう,Tali pengikat
手近,てぢか,Mudah didapatkan
てっきり,てっきり,Saya kira
鉄鋼,てっこう,Besi dan baja
徹する,てっする,Bertekad
鉄片,てっぺん,Potongan besi
手配,てはい,Penjadwalan
手筈,てはず,Rencana
手引き,てびき,Informasi rahasia
手本,てほん,Contoh
手回し,てまわし,Manual
手元,てもと,Di tangan
照り返す,てりかえす,Pantulan cahaya
手分け,てわけ,Bagi-bagi tugas
店,てん,Toko
点火,てんか,Menyalakan
転回,てんかい,Berputar
転換,てんかん,Perubahan
転居,てんきょ,Pindah tempat tinggal
転勤,てんきん,Pindah tempat kerja
点検,てんけん,Inspeksi
転校,てんこう,Pindah sekolah
天国,てんごく,Surga
天才,てんさい,Jenius
天災,てんさい,Bencana alam
展示,てんじ,Pameran
天井,てんじょう,Langit-langit
転じる,てんじる,Bergeser
点線,てんせん,Garis putus-putus
天体,てんたい,Benda langit
転転,てんてん,Berputar-putar
てんで,てんで,tergantung
転任,てんにん,Pemindahan
展望,てんぼう,Pemandangan
転落,てんらく,Terjatuh
出合う,であう,Bertemu
出入り口,でいりぐち,Pintu masuk dan keluar
でかい,でかい,Besar
出来物,できもの,Produk jadi
出切る,できる,Menghilangkan
出くわす,でくわす,Bertabrakan
出鱈目,でたらめ,Melakukan kesalahan besar
出直し,でなおし,Pemungutan ulang
田園,でんえん,Pedesaan
電源,でんげん,Sumber daya
伝説,でんせつ,Legenda
電線,でんせん,Kabel listrik
伝達,でんたつ,Penyampaian
伝来,でんらい,Dari informasi yang diterima
と,と,Dan
問い合わせる,といあわせる,Menanyakan
問屋,といや,Distributor
問う,とう,Bertanya
棟,とう,Bangunan
等,とう,Dan
陶器,とうき,Keramik
等級,とうきゅう,Tingkat
討議,とうぎ,Diskusi
登校,とうこう,Pergi ke sekolah
統合,とうごう,Integrasi
倒産,とうさん,Kebangkrutan
投資,とうし,Investasi
統治,とうじ,Pemerintahan
統制,とうせい,Pengendalian
当選,とうせん,Menang
逃走,とうそう,Melarikan diri
統率,とうそつ,Kepemimpinan
到達,とうたつ,Tiba
到底,とうてい,Pada dasarnya
丁々,とうとう,Ding-ding
投入,とうにゅう,Investasi
当人,とうにん,Orang tersebut
逃亡,とうぼう,Melarikan diri
冬眠,とうみん,Hibernasi
登録,とうろく,Pendaftaran
討論,とうろん,Diskusi
遠ざかる,とおざかる,Menjauh
遠回り,とおまわり,Berputar-putar
通りかかる,とおりかかる,berpapasan
兎角,とかく,Kaki kelinci
咎める,とがめる,Menyalahkan
時折,ときおり,Sesekali
跡切れる,とぎれる,Hilang
説く,とく,Menjelaskan
特技,とくぎ,Kemampuan khusus
特産,とくさん,Produk khas
特集,とくしゅう,Khusus
得点,とくてん,Poin
特派,とくは,Khusus
特有,とくゆう,Unik
研ぐ,とぐ,Menggosok
刺,とげ,Menusuk
遂げる,とげる,"Melakukan, melaksanakan"
床,とこ,Lantai
所が,ところが,Perusahaan
所で,ところで,Di kantor
年頃,としごろ,Usia
年寄り,としより,Orang tua
戸締り,とじまり,Membuka kunci
途上,とじょう,Dalam proses
綴じる,とじる,Menjahit
途絶える,とだえる,Putus
特許,とっきょ,Hak Paten
疾っくに,とっくに,Dengan cepat
特権,とっけん,Hak istimewa
咄嗟,とっさ,Tiba-tiba
取っ手,とって,Pegangan
突破,とっぱ,Melampaui
突如,とつじょ,Tiba-tiba
迚も,とても,Mendadak
整える,ととのえる,Membersihkan
届け,とどけ,Sampaikan
滞る,とどこおる,Tetap
止まる,とどまる,Berhenti
留める,とどめる,Menahan
止める,とどめる,Berhenti
唱える,となえる,Menyanyi
兎に角,とにかく,Baik atau buruk
殿様,とのさま,Tuan
幕,とばり,Adegan
帳,とばり,Rekening
扉,とびら,Pintu
徒歩,とほ,Berjalan kaki
乏しい,とぼしい,Kurang
富,とみ,Kekayaan
富む,とむ,Mendapatkan kekayaan
兎も角,ともかく,Baik apa pun
共稼ぎ,ともかせぎ,Kerja bersama
灯,ともしび,Lampu
伴う,ともなう,bersama
共働き,ともばたらき,Bekerja bersama
捕らえる,とらえる,Menangkap
取りあえず,とりあえず,Untuk sementara
取り扱い,とりあつかい,Penanganan
取り扱う,とりあつかう,Menangani
鳥居,とりい,Gerbang
取り替え,とりかえ,Penggantian
取り組む,とりくむ,Melakukan
取り締まり,とりしまり,Penegakan hukum
取り締まる,とりしまる,Menegakkan hukum
取り調べる,とりしらべる,Menyelidiki
取り立てる,とりたてる,Mengambil
取り次ぐ,とりつぐ,Menyediakan
取り除く,とりのぞく,Menghapus
取り引き,とりひき,Transaksi
取り巻く,とりまく,Sekitar
取り混ぜる,とりまぜる,Semua
取り戻す,とりもどす,Memulihkan
取り寄せる,とりよせる,Memesan
取り分,とりわけ,Bagian yang diambil
副,とりわけ,Sebagai tambahan
蕩ける,とろける,Membeku
とんだ,とんだ,luar biasa
胴,どう,Badan
働,どう,Bekerja
同,どう,Sama
同意,どうい,Setuju
動員,どういん,Mobilisasi
同感,どうかん,Saya setuju
動機,どうき,Motivasi
同級,どうきゅう,Teman sekelas
同居,どうきょ,Hidup bersama
動向,どうこう,Tren
同士,どうし,Saudara
同志,どうし,Teman
如何して,どうして,Bagaimana caranya
如何しても,どうしても,Bagaimanapun juga
同情,どうじょう,Empati
道場,どうじょう,Doa
何卒,どうぞ,Mohon
どうぞ宜しく,どうぞよろしく,"Silakan, terima kasih"
同調,どうちょう,Keselarasan
動的,どうてき,Dinamis
同等,どうとう,Sama
堂々,どうどう,Dengan megah
どうにか,どうにか,Bagaimana mungkin
導入,どうにゅう,Pengenalan
同封,どうふう,Bersama
同盟,どうめい,Aliansi
どうやら,どうやら,Sepertinya
動揺,どうよう,Kebimbangan
動力,どうりょく,Energi
独裁,どくさい,Otokrasi
読者,どくしゃ,Pembaca
独自,どくじ,Unik
独占,どくせん,Monopoli
独創,どくそう,Orisinal
何処,どこ,Di mana
何処か,どこか,Di suatu tempat
土産,どさん,Hadiah
土台,どだい,Dasar
何方,どちら,Dari mana
土手,どて,Tepi
何方,どなた,Dari mana
怒鳴る,どなる,Berteriak
何の,どの,Apa
土俵,どひょう,Arena
土木,どぼく,Teknik Sipil
何れ,どれ,Salah satu
何々,どれどれ,Apa-apa
度忘れ,どわすれ,Lupa
鈍感,どんかん,Tidak peka
内閣,ないかく,Kabinet
乃至,ないし,Bahkan
内臓,ないぞう,Organ dalam
内部,ないぶ,Internal
内乱,ないらん,Perang saudara
内陸,ないりく,Dalam
苗,なえ,Bibit
尚,なお,Masih
尚更,なおさら,Lebih lanjut
中程,なかほど,Di tengah
流し,ながし,Aliran
長々,ながなが,Panjang-panjang
殴る,なぐる,Memukul
嘆く,なげく,Mengeluh
投げ出す,なげだす,Melempar
和やか,なごやか,Hangat
名残,なごり,Sisa
情け,なさけ,Kasih sayang
情け深い,なさけぶかい,Baik hati
為さる,なさる,Melakukan
詰る,なじる,Terjebak
何故,なぜ,Mengapa
何故なら,なぜなら,Mengapa
名高い,なだかい,Terkenal
雪崩,なだれ,Longsoran salju
懐く,なつく,Merindukan
名付ける,なづける,Menamai
何気ない,なにげない,Sederhana
何しろ,なにしろ,"Namun,"
何卒,なにとぞ,Mohon
何も,なにも,Tidak ada
何より,なにより,Yang terpenting
七日,なぬか,Tujuh hari
名札,なふだ,Nama
生臭い,なまぐさい,Bau menyengat
生温い,なまぬるい,Hangat
生身,なまみ,Mayat
鉛,なまり,Timah
鈍る,なまる,Meredup
並み,なみ,Normal
滑らか,なめらか,Halus
嘗める,なめる,Mencicipi
悩ましい,なやましい,Sulit
悩ます,なやます,Menyulitkan
悩み,なやみ,Masalah
平均,ならし,Rata-rata
慣らす,ならす,Membiasakan
馴らす,ならす,Memelihara
並びに,ならびに,dan juga
成り立つ,なりたつ,Mewujudkan
成る丈,なるたけ,Tinggi untuk menjadi
成るべく,なるべく,Semestinya
慣れ,なれ,Kebiasaan
馴れ馴れしい,なれなれしい,ramah
難,なん,Sulit
南,なん,Selatan
なんか,なんか,Ada sesuatu
何だか,なんだか,Apa-apaan
なんだかんだ,なんだかんだ,"Entah bagaimana, entah bagaimana"
何て,なんて,Apa?
何と,なんと,Apa?
何となく,なんとなく,Entah bagaimana
何とも,なんとも,Sangat
何なり,なんなり,Apa saja
荷,に,Barang
似通う,にかよう,Mirip
面皰,にきび,Jerawat
賑わう,にぎわう,Semarak
悪い,にくい,Buruk
憎しみ,にくしみ,Kebencian
肉親,にくしん,Anggota keluarga
肉体,にくたい,Tubuh
逃げ出す,にげだす,Melarikan diri
西日,にしび,Sinar matahari
滲む,にじむ,Menyebar
日夜,にちや,Setiap hari
日当,にっとう,Uang harian
荷造り,にづくり,Pengemasan
担う,になう,Bertanggung jawab
二人,ににん,Dua orang
にも拘らず,にもかかわらず,Meskipun demikian
入手,にゅうしゅ,Mendapatkan
入賞,にゅうしょう,Pemenang
入浴,にゅうよく,Mandi
尿,にょう,Urine
俄か,にわか,Rusia
認識,にんしき,Pengenalan
妊娠,にんしん,Kehamilan
人情,にんじょう,Rasa kemanusiaan
任務,にんむ,Misi
任命,にんめい,Penunjukan
抜かす,ぬかす,Mengelupas
抜け出す,ぬけだす,Melarikan diri
盗み,ぬすみ,Pencurian
沼,ぬま,Kolam
音,ね,Suara
値打ち,ねうち,Nilai
寝かせる,ねかせる,Membiarkan
捻子,ねじ,Sekrup
ねじ回し,ねじまわし,Obeng
捻じれる,ねじれる,Memutar
鼠,ねず,Tikus
妬む,ねたむ,Mengejek
強請る,ねだる,Memohon
熱湯,ねっとう,Air panas
熱意,ねつい,Semangat
熱量,ねつりょう,Kalori
粘り,ねばり,Ketekunan
粘る,ねばる,Menempelkan
値引き,ねびき,Diskon
根回し,ねまわし,Memutar akar
眠たい,ねむたい,Kenyang
練る,ねる,Mencetak
念,ねん,Pikiran
年鑑,ねんかん,Buku tahun ajaran
年号,ねんごう,Tahun
燃焼,ねんしょう,Pembakaran
年生,ねんせい,Mahasiswa tahun pertama
年長,ねんちょう,Orang tertua
燃料,ねんりょう,Bahan bakar
年輪,ねんりん,Tahun
脳,のう,Otak
農耕,のうこう,Pertanian
農場,のうじょう,Peternakan
農地,のうち,Lahan pertanian
納入,のうにゅう,Pengiriman
逃す,のがす,Menghindari
逃れる,のがれる,Melarikan diri
軒並み,のきなみ,Barisan atap
鋸,のこぎり,Gergaji
望ましい,のぞましい,Diinginkan
臨む,のぞむ,Menghadapi
乗っ取る,のっとる,Mengambil alih
長閑,のどか,Tenang
罵る,ののしる,Memarahi
延べ,のべ,Total
飲み込む,のみこむ,Menelan
乗り換え,のりかえ,Berpindah
乗り込む,のりこむ,Masuk
刃,は,Bilah
派,は,Kelompok
把握,はあく,Memahami
肺,はい,Paru-paru
廃棄,はいき,Pembuangan
配給,はいきゅう,Distribusi
配偶者,はいぐうしゃ,Pasangan
拝啓,はいけい,Yth.
背景,はいけい,Latar belakang
背後,はいご,Di belakang
灰皿,はいさら,Asbak
廃止,はいし,Dibatalkan
拝借,はいしゃく,Meminjam
排除,はいじょ,Pengecualian
排水,はいすい,Drainase
敗戦,はいせん,Kekalahan
配置,はいち,Konfigurasi
配布,はいふ,Distribusi
配分,はいぶん,Alokasi
配慮,はいりょ,Perhatian
配列,はいれつ,Array
映える,はえる,Menarik
破壊,はかい,Pengeboman
墓地,はかち,Pemakaman
捗る,はかどる,Maju
果ない,はかない,Tidak
諮る,はかる,Memberikan saran
図る,はかる,Mengawasi
剥がす,はがす,Melepaskan
破棄,はき,Pembuangan
泊,はく,Menginap
迫害,はくがい,Penindasan
薄弱,はくじゃく,Lemah
白状,はくじょう,Pengakuan
剥ぐ,はぐ,Mengupas
派遣,はけん,Pekerjaan lepas
励ます,はげます,Memberi semangat
励む,はげむ,Memberi semangat
剥げる,はげる,Terkelupas
鋏,はさみ,Gunting
柱,はしら,Pilar
橋渡し,はしわたし,Jembatan
恥,はじ,Malu
弾く,はじく,Menembak
始め,はじめ,Mulai
始めまして,はじめまして,Halo
恥じらう,はじらう,Ragu-ragu
恥じる,はじる,Malu
蓮,はす,Bunga teratai
筈,はず,Tidak ada
弾む,はずむ,Melompat
破損,はそん,Rusak
機,はた,Mesin
果たして,はたして,Akhirnya
果たす,はたす,Mencapai
裸足,はだし,Telanjang kaki
蜂蜜,はちみつ,Madu
発掘,はっくつ,Penemuan
発生,はっせい,Terjadi
発足,はっそく,Dibentuk
初,はつ,Pertama
発,はつ,Suara
発育,はついく,Pertumbuhan
発芽,はつが,Benih tumbuh
発言,はつげん,Pernyataan
発病,はつびょう,Gejala
初耳,はつみみ,Pertama kali
果て,はて,Akhir
果てる,はてる,Akhir
話し合い,はなしあい,Diskusi
甚だ,はなはだ,Sangat
華々しい,はなばなしい,Gemilang
花びら,はなびら,Kelopak
華やか,はなやか,Glamor
阻む,はばむ,Menghambat
浜,はま,Pantai
浜辺,はまべ,Pantai
填まる,はまる,Mengisi
歯磨,はみがき,Sikat gigi
填める,はめる,Dapat diisi
生やす,はやす,Memelihara
早める,はやめる,Mempercepat
流行,はやり,Tren
腹立ち,はらだち,Kemarahan
原っぱ,はらっぱ,Asli
張り紙,はりがみ,Spanduk
遥か,はるか,Jauh
破裂,はれつ,Retak
腫れる,はれる,membengkak
班,はん,Kelas
判,はん,Putusan
版,はん,Edisi
繁栄,はんえい,Kemakmuran
反感,はんかん,Kebencian
版画,はんが,Cetakan
反響,はんきょう,Gema
判決,はんけつ,Putusan
反撃,はんげき,Balasan
反射,はんしゃ,Pantulan
繁殖,はんしょく,Reproduksi
繁盛,はんじょう,Sukses
反する,はんする,bertentangan
判定,はんてい,Penilaian
反応,はんのう,Reaksi
半端,はんぱ,Tidak lengkap
反発,はんぱつ,Penolakan
反乱,はんらん,Pemberontakan
氾濫,はんらん,Banjir
黴菌,ばいきん,Jamur
賠償,ばいしょう,Ganti rugi
倍率,ばいりつ,Perbesaran
馬鹿馬鹿しい,ばかばかしい,"Bodoh, bodoh"
馬鹿らしい,ばからしい,Bodoh
漠然,ばくぜん,Tidak jelas
爆弾,ばくだん,Bom
爆破,ばくは,Ledakkan
暴露,ばくろ,Terpapar
化ける,ばける,Berubah
罰,ばち,Hukuman
伐,ばつ,Memotong
ばてる,ばてる,berangin
発条,ばね,Pegas
散蒔く,ばらまく,Menyebar
判,ばん,Putusan
万,ばん,Puluh ribu
万人,ばんじん,Semua orang
万能,ばんのう,Serbaguna
番目,ばんめ,Nomor ke-n
非,ひ,Tidak
費,ひ,Biaya
延いては,ひいては,"Atau,"
控室,ひかえしつ,Ruang tunggu
控える,ひかえる,Menahan
悲観,ひかん,Pesimisme
匹,ひき,ekor
引き上げる,ひきあげる,Menaikkan
率いる,ひきいる,Memimpin
引き受ける,ひきうける,Menerima
引き起こす,ひきおこす,Menyebabkan
引き下げる,ひきさげる,Menarik ke bawah
引きずる,ひきずる,Berkepanjangan
引き取る,ひきとる,Mengambil
引き分け,ひきわけ,Seri
否決,ひけつ,Ditolak
非行,ひこう,Perbuatan kriminal
日頃,ひごろ,Sehari-hari
久しい,ひさしい,Sudah lama
久し振り,ひさしぶり,Sudah lama
悲惨,ひさん,Mengerikan
秘書,ひしょ,Sekretaris
比重,ひじゅう,Kepadatan
密か,ひそか,Rahasia
浸す,ひたす,Merendam
一向,ひたすら,Secara langsung
左利き,ひだりきき,Kiri
引っ掻く,ひっかく,Menggaruk
引っ掛ける,ひっかける,Menempelkan
必修,ひっしゅう,Wajib
匹敵,ひってき,setara
未,ひつじ,Kosong
必然,ひつぜん,Tentu saja
一息,ひといき,Istirahat
単,ひとえ,Satu
人柄,ひとがら,Kepribadian
一頃,ひところ,Sekitar itu
人質,ひとじち,Sandera
一筋,ひとすき,Satu
一まず,ひとまず,Pertama-tama
一人でに,ひとりでに,Sendirian
酷い,ひどい,Menjijikkan
日取り,ひどり,Penanggalan
雛,ひな,Telur
日向,ひなた,Matahari
非難,ひなん,Penolakan
避難,ひなん,Menghindar
日の丸,ひのまる,Bintang merah
火花,ひばな,Api
日々,ひび,Setiap hari
悲鳴,ひめい,Teriakan
百科事典,ひゃっかじてん,Ensiklopedia
百科辞典,ひゃっかじてん,Kamus besar
冷やかす,ひやかす,Menunda-nunda
日焼け,ひやけ,Kulit terbakar matahari
票,ひょう,Suara
標語,ひょうご,Slogan
ひょっと,ひょっと,Mungkin
平たい,ひらたい,Rata
比率,ひりつ,Rasio
肥料,ひりょう,Pupuk
比例,ひれい,Proporsi
疲労,ひろう,Kelelahan
広まる,ひろまる,Menyebar
貧困,ひんこん,Kemiskinan
品質,ひんしつ,Kualitas
品種,ひんしゅ,Jenis
貧弱,ひんじゃく,Kemiskinan
頻繁,ひんぱん,Sering
美,び,Cantik
微笑,びしょう,Senyuman
美術,びじゅつ,Seni rupa
吃驚,びっくり,Terkejut
びっしょり,びっしょり,Basah kuyup
描写,びょうしゃ,Deskripsi
びり,びり,Biri
微量,びりょう,Mikro
敏感,びんかん,Sensitif
貧乏,びんぼう,Miskin
歩,ふ,Berjalan
不意,ふい,Tanpa diduga
封,ふう,Tutup
封鎖,ふうさ,Pembatasan
風習,ふうしゅう,Kebiasaan
風俗,ふうぞく,Adat istiadat
風土,ふうど,Iklim
不可欠,ふかけつ,Wajib
深める,ふかめる,Memperdalam
不吉,ふきつ,Menakutkan
不況,ふきょう,Krisis ekonomi
布巾,ふきん,Lap kain
福,ふく,Keberuntungan
復旧,ふくきゅう,Pemulihan
複合,ふくごう,Kompleks
福祉,ふくし,Kesejahteraan
覆面,ふくめん,Topi
膨れる,ふくれる,Mengembang
不景気,ふけいき,Kondisi ekonomi yang buruk
老ける,ふける,Menua
布告,ふこく,Putusan
富豪,ふごう,Orang kaya
負債,ふさい,Utang
相応しい,ふさわしい,Sesuai
不在,ふざい,Tidak hadir
不山戯る,ふざける,Bermain-main di Bukit Unshan
負傷,ふしょう,Cedera
不審,ふしん,Meragukan
不振,ふしん,Kinerja buruk
不順,ふじゅん,Tidak sesuai
付属,ふぞく,Terlampir
負担,ふたん,Beban
不調,ふちょう,Tidak sehat
復活,ふっかつ,Kebangkitan
復興,ふっこう,Pemulihan
沸騰,ふっとう,Mendidih
仏,ふつ,Prancis
不図,ふと,Tidak ada gambar
不当,ふとう,Tidak adil
不動産,ふどうさん,Properti
赴任,ふにん,Menerima tugas
腐敗,ふはい,Korupsi
不評,ふひょう,Tidak disukai
不便,ふびん,Tidak nyaman
不服,ふふく,Tidak puas
普遍,ふへん,Universal
踏まえる,ふまえる,Menimbang
文,ふみ,Teks
不明,ふめい,Tidak diketahui
