Kanji,Reading,English
絶つ,たつ,to end
盾,たて,shield
建前,たてまえ,formality
奉る,たてまつる,to serve; to devote oneself to
例え,たとえ,Even if
仮令,たとえ,Assuming
他動詞,たどうし,transitive verb
辿り着く,たどりつく,to reach
辿る,たどる,to follow; to trace; to pursue; to wander
掌,たなごころ,palm
楽しむ,たのしむ,to enjoy
頼み,たのみ,rely on
煙草,たばこ,cigarettes
度々,たびたび,"repeatedly, time and again, over and over"
他方,たほう,On the other hand
多忙,たぼう,busy
給う,たまう,to give
偶に,たまに,occasionally
堪らない,たまらない,Can't resist
溜まり,たまり,"reservoir, accumulation, backlog, accumulation"
賜る,たまわる,to receive
例,ためし,Example
躊躇う,ためらう,hesitate
保つ,たもつ,"to preserve, to keep, to conserve"
容易い,たやすい,easy
多様,たよう,diversity
弛み,たるみ,slack
弛む,たるむ,slackening
誰,たれ,Who
垂れる,たれる,"drip, trickle, pour"
歎,たん,exclamation; admiration; awe; wonder
反,たん,"against, opposite, reverse, counter"
単一,たんいつ,single
短歌,たんか,haiku
担架,たんか,stretcher
短気,たんき,impatience
探検,たんけん,exploration
短縮,たんしゅく,abbreviate
箪笥,たんす,wardrobe
炭素,たんそ,carbon
短大,たんだい,associate's degree
単調,たんちょう,monjo
単独,たんどく,alone
短波,たんぱ,shortwave
蛋白質,たんぱくしつ,protein
第,だい,第
第一,だいいち,First
大胆,だいたん,bold
台無し,だいなし,lacking everything
大便,だいべん,feces
代弁,だいべん,proxy
台本,だいほん,script
代用,だいよう,substitute
打開,だかい,open
妥協,だきょう,compromise
丈,だけ,height
妥結,だけつ,compromise
打撃,だげき,"strike, impact, blow"
駄作,ださく,bad works
脱出,だっしゅつ,escape
脱する,だっする,"to take off, to remove"
脱退,だったい,withdrawal
だぶだぶ,だぶだぶ,"loose, sloppy"
騙す,だます,to deceive
だらけ,だらけ,covered in
怠い,だるい,lazy
壇,だん,"platform, stage, podium, field, area"
団結,だんけつ,unity
断言,だんげん,assertion
断然,だんぜん,"definitely, clearly, undoubtedly, obviously"
段々,だんだん,"gradually, step by step, bit by bit"
旦那,だんな,husband
断面,だんめん,cross-section
弾力,だんりょく,elasticity
治安,ちあん,public safety
近付く,ちかづく,approaching
違える,ちがえる,"to be wrong, to be incorrect, to contradict"
契る,ちぎる,"to fulfill, to agree to, to undertake"
畜産,ちくさん,Livestock
畜生,ちくしょう,damn it
蓄積,ちくせき,Accumulation
知性,ちせい,intelligence
乳,ちち,breast milk
父母,ちちはは,parents
縮まる,ちぢまる,shrink
窒息,ちっそく,asphyxiation
些とも,ちっとも,"a little, a bit, somewhat"
秩序,ちつじょ,order
知的,ちてき,intellectual
著,ちゃく,author
着,ちゃく,to wear
着手,ちゃくしゅ,to start
着色,ちゃくしょく,coloring
着席,ちゃくせき,seated
着目,ちゃくもく,focus on
着陸,ちゃくりく,landing
着工,ちゃっこう,commencement
茶の間,ちゃのま,Tea room
茶の湯,ちゃのゆ,tea ceremony
ちやほや,ちやほや,cozy atmosphere
昼間,ちゅうかん,daytime
宙返り,ちゅうがえり,backflip
中継,ちゅうけい,live broadcast
忠告,ちゅうこく,Advice
中指,ちゅうし,middle finger
中傷,ちゅうしょう,defamation
忠実,ちゅうじつ,loyal
中枢,ちゅうすう,central
抽選,ちゅうせん,lottery
中断,ちゅうだん,interruption
中腹,ちゅうっぱら,middle part
中毒,ちゅうどく,addiction
仲人,ちゅうにん,mediator
昼飯,ちゅうはん,lunch
中立,ちゅうりつ,neutral
中和,ちゅうわ,neutralization
腸,ちょう,intestine
蝶,ちょう,butterfly
超,ちょう,Ultra
庁,ちょう,government office
調印,ちょういん,signing
聴覚,ちょうかく,hearing
長官,ちょうかん,superior officer
聴講,ちょうこう,to attend a lecture
徴収,ちょうしゅう,"collection, levy, appropriation"
聴診器,ちょうしんき,stethoscope
挑戦,ちょうせん,challenge
長大,ちょうだい,"long, lengthy, prolonged, extensive"
調停,ちょうてい,mediation
恰度,ちょうど,appropriateness
長編,ちょうへん,long-running
丁目,ちょうめ,block
調理,ちょうり,cooking
調和,ちょうわ,harmony
ちょくちょく,ちょくちょく,occasionally
直面,ちょくめん,"to face, to confront, to deal with"
著書,ちょしょ,Publications
貯蓄,ちょちく,savings
直感,ちょっかん,intuition
一寸,ちょっと,a small amount; a little
著名,ちょめい,famous
ちらっと,ちらっと,glimpse
塵取り,ちりとり,dust removal
治療,ちりょう,treatment
賃金,ちんぎん,wages
沈殿,ちんでん,sedimentation
沈没,ちんぼつ,sinking
沈黙,ちんもく,silence
陳列,ちんれつ,display
追及,ついきゅう,pursue
追跡,ついせき,tracking
次いで,ついで,Subsequently
追放,ついほう,exile
費やす,ついやす,to spend
墜落,ついらく,crash
通,つう,"pass, go through, transit, passage, communication, communication"
痛感,つうかん,awareness of pain
通常,つうじょう,Normally
痛切,つうせつ,profoundly
杖,つえ,walking stick
遣い,つかい,"method, manner, way"
使い道,つかいみち,use
仕える,つかえる,to serve
司る,つかさどる,to preside over
束の間,つかのま,for a moment
付き,つき,attached
付き合う,つきあう,to be together
月並み,つきなみ,routine
尽きる,つきる,to die; to exhaust; to run out
継ぎ目,つぎめ,seam
吐く,つく,to spit
尽くす,つくす,to exert oneself; to do one's best; to devote oneself
作り,つくり,"making, creating, producing"
造り,つくり,"making, construction, fabrication, creation"
造る,つくる,"to create, to make, to produce"
繕う,つくろう,"to mend, to repair, to restore"
接ぐ,つぐ,to reach
継ぐ,つぐ,"carry on, continue, inherit"
付け加える,つけくわえる,to add
告げる,つげる,to announce
辻褄,つじつま,make sense
途中,つちゅう,in the middle; midway; halfway; during; intermediate
突っ張る,つっぱる,to pull roughly; to yank; to tear
筒,つつ,cylinder
銃,つつ,gun
突く,つつく,to attack; to strike; to probe; to press
慎む,つつしむ,to be cautious; to be careful; to be restrained
伝言,つてごと,rumor
勤まる,つとまる,"to be useful, to be effective, to work well"
勤め先,つとめさき,employer
努めて,つとめて,strive
津波,つなみ,tsunami
抓る,つねる,"to grab, to seize, to catch"
募る,つのる,"growing, rising, increasing, developing, emerging"
唾,つば,saliva
呟く,つぶやく,muttering
瞑る,つぶる,to meditate
壷,つぼ,jar
蕾,つぼみ,bud
躓く,つまずく,to stumble
摘む,つまむ,pluck
詰らない,つまらない,not stuffy
詰まり,つまり,stuck
積もり,つもり,accumulation
露,つゆ,dew
強まる,つよまる,growing stronger
強める,つよめる,strengthen
連なる,つらなる,"consecutive, continuous, successive, in a row"
貫く,つらぬく,"to penetrate, to go through, to persevere"
連ねる,つらねる,"to stack, to pile up, to string together"
釣り,つり,fishing
吊り革,つりかわ,handle
釣鐘,つりがね,bell
吊るす,つるす,to hang
手当て,てあて,"arrangement, solution, means"
体,てい,body
提供,ていきょう,provide
定義,ていぎ,Definition
提携,ていけい,collaboration
体裁,ていさい,layout
梯子,ていし,ladder
定食,ていしょく,set meal
提示,ていじ,suggestion
訂正,ていせい,correction
停滞,ていたい,stalemate
邸宅,ていたく,mansion
定年,ていねん,retirement
堤防,ていぼう,embankment
手遅れ,ておくれ,too late
手数,てかず,"fee, charge, commission"
手掛かり,てがかり,clue
手掛ける,てがける,"to provide, to offer, to introduce, to initiate, to set an example"
手軽,てがる,"easy, convenient, simple"
的,てき,"of, relating to"
適応,てきおう,adaptation
適宜,てきぎ,as needed
適性,てきせい,aptitude
手際,てぎわ,"skill, proficiency, expertise"
手順,てじゅん,Steps
手錠,てじょう,handcuffs
手近,てぢか,"nearby, at hand, readily available"
てっきり,てっきり,I thought
鉄鋼,てっこう,steel
徹する,てっする,"to persevere, to be persistent, to devote oneself to"
鉄片,てっぺん,iron piece
手配,てはい,"arrangement, making arrangements, arranging"
手筈,てはず,"arrangement, plan, schedule"
手引き,てびき,"connections, inside information, network"
手本,てほん,"model, original"
手回し,てまわし,hand-crank
手元,てもと,at hand
照り返す,てりかえす,reflection
手分け,てわけ,step-by-step
店,てん,shop
点火,てんか,Ignition
転回,てんかい,turning
転換,てんかん,conversion
転居,てんきょ,moving
転勤,てんきん,relocation
点検,てんけん,inspection
転校,てんこう,transfer
天国,てんごく,Heaven
天才,てんさい,genius
天災,てんさい,natural disaster
展示,てんじ,exhibition
天井,てんじょう,ceiling
転じる,てんじる,"to fall, to slide, to overturn, to turn, to shift"
点線,てんせん,dashed line
天体,てんたい,celestial body
転転,てんてん,tumbling
てんで,てんで,"completely, utterly"
転任,てんにん,transfer
展望,てんぼう,outlook
転落,てんらく,"fall, decline, plummet"
出合う,であう,to meet
出入り口,でいりぐち,entrance and exit
でかい,でかい,"big, large, huge"
出来物,できもの,finished product
出切る,できる,"to cut off, to sever"
出くわす,でくわす,to bump into
出鱈目,でたらめ,exaggerated
出直し,でなおし,re-evaluation
田園,でんえん,rural
電源,でんげん,power
伝説,でんせつ,Legend
電線,でんせん,electrical wire
伝達,でんたつ,communication
伝来,でんらい,"received, arrived"
と,と,and
問い合わせる,といあわせる,to inquire
問屋,といや,Wholesaler
問う,とう,to ask
棟,とう,"building, floor, story"
等,とう,and
陶器,とうき,ceramic
等級,とうきゅう,grade
討議,とうぎ,deliberation
登校,とうこう,going to school
統合,とうごう,integration
倒産,とうさん,bankruptcy
投資,とうし,investment
統治,とうじ,governance
統制,とうせい,control
当選,とうせん,winning
逃走,とうそう,"escape, flee, run away"
統率,とうそつ,leadership
到達,とうたつ,arrival
到底,とうてい,"essentially, fundamentally, in essence, to the core, at the root"
丁々,とうとう,a small piece; a crumb
投入,とうにゅう,投入
当人,とうにん,the person in question
逃亡,とうぼう,fugitive
冬眠,とうみん,hibernation
登録,とうろく,registration
討論,とうろん,discussion
遠ざかる,とおざかる,"moving away, receding, distancing oneself"
遠回り,とおまわり,detour
通りかかる,とおりかかる,intersecting
兎角,とかく,Rabbit ear
咎める,とがめる,to reproach
時折,ときおり,Occasionally
跡切れる,とぎれる,"to fall apart, to disintegrate, to be left behind"
説く,とく,to explain
特技,とくぎ,special skill
特産,とくさん,specialty
特集,とくしゅう,Special issue
得点,とくてん,score
特派,とくは,Special assignment
特有,とくゆう,unique
研ぐ,とぐ,to scrub
刺,とげ,"prick, pierce, stab, stab"
遂げる,とげる,"achieve, accomplish, realize, bring about"
床,とこ,floor
所が,ところが,company
所で,ところで,at the company/office
年頃,としごろ,age
年寄り,としより,Older people
戸締り,とじまり,locking
途上,とじょう,developing
綴じる,とじる,sew
途絶える,とだえる,"to be cut off, to be interrupted"
特許,とっきょ,patent
疾っくに,とっくに,quickly
特権,とっけん,Privilege
咄嗟,とっさ,spur of the moment
取っ手,とって,handle
突破,とっぱ,breakthrough
突如,とつじょ,suddenly
迚も,とても,even
整える,ととのえる,"to tidy up, to arrange, to fix"
届け,とどけ,delivery
滞る,とどこおる,to linger
止まる,とどまる,to stop
留める,とどめる,"to retain, to keep, to preserve, to hold back, to postpone"
止める,とどめる,to stop
唱える,となえる,to sing
兎に角,とにかく,regardless of
殿様,とのさま,lord
幕,とばり,curtain
帳,とばり,ledger
扉,とびら,door
徒歩,とほ,on foot
乏しい,とぼしい,scarce
富,とみ,wealth
富む,とむ,to get rich
兎も角,ともかく,hare or other
共稼ぎ,ともかせぎ,earning together
灯,ともしび,light
伴う,ともなう,"accompanying, accompanying"
共働き,ともばたらき,Dual income
捕らえる,とらえる,to catch
取りあえず,とりあえず,For now
取り扱い,とりあつかい,handling
取り扱う,とりあつかう,handling
鳥居,とりい,torii
取り替え,とりかえ,replacement
取り組む,とりくむ,to tackle
取り締まり,とりしまり,enforcement
取り締まる,とりしまる,to enforce; to enforce; to enforce; to enforce; to enforce
取り調べる,とりしらべる,to investigate
取り立てる,とりたてる,to harvest
取り次ぐ,とりつぐ,to assign
取り除く,とりのぞく,to remove
取り引き,とりひき,transaction
取り巻く,とりまく,surrounding
取り混ぜる,とりまぜる,"general, all-purpose, miscellaneous"
取り戻す,とりもどす,to regain
取り寄せる,とりよせる,to order
取り分,とりわけ,serving
副,とりわけ,assistant
蕩ける,とろける,"to melt, to dissolve, to become liquid"
とんだ,とんだ,remarkable
胴,どう,body
働,どう,to work
同,どう,same
同意,どうい,agreement
動員,どういん,mobilization
同感,どうかん,agreement
動機,どうき,motivation
同級,どうきゅう,classmates
同居,どうきょ,cohabitation
動向,どうこう,trend
同士,どうし,fellow
同志,どうし,Comrade
如何して,どうして,How to
如何しても,どうしても,no matter what
同情,どうじょう,sympathy
道場,どうじょう,dojo
何卒,どうぞ,Please
どうぞ宜しく,どうぞよろしく,"Please, thank you"
同調,どうちょう,congruence
動的,どうてき,dynamic
同等,どうとう,equivalent
堂々,どうどう,with confidence; proudly; with dignity
どうにか,どうにか,somehow
導入,どうにゅう,introduction
同封,どうふう,included
同盟,どうめい,alliance
どうやら,どうやら,apparently
動揺,どうよう,agitation
動力,どうりょく,power
独裁,どくさい,dictatorship
読者,どくしゃ,reader
独自,どくじ,unique
独占,どくせん,monopoly
独創,どくそう,originality
何処,どこ,where
何処か,どこか,somewhere
土産,どさん,souhon
土台,どだい,base
何方,どちら,Which way
土手,どて,embankment
何方,どなた,Which way
怒鳴る,どなる,to shout
何の,どの,What
土俵,どひょう,ring
土木,どぼく,civil engineering
何れ,どれ,either
何々,どれどれ,What-what
度忘れ,どわすれ,forgetfulness
鈍感,どんかん,insensitive
内閣,ないかく,Cabinet
乃至,ないし,"inasmuch as, in so far as, to the extent that, as a result"
内臓,ないぞう,internal organs
内部,ないぶ,internal
内乱,ないらん,Internal conflict
内陸,ないりく,inland
苗,なえ,seedling
尚,なお,"Furthermore, moreover, additionally, in addition"
尚更,なおさら,"Moreover, furthermore"
中程,なかほど,Mid-range
流し,ながし,"flowing, stream"
長々,ながなが,"long, lengthy, prolonged"
殴る,なぐる,to hit
嘆く,なげく,to lament
投げ出す,なげだす,"to throw away, to discard, to relinquish"
和やか,なごやか,"cozy, warm, intimate, friendly"
名残,なごり,"last bit, remnant, lingering"
情け,なさけ,mercy
情け深い,なさけぶかい,merciful
為さる,なさる,"to do, to perform"
詰る,なじる,to become clogged
何故,なぜ,Why
何故なら,なぜなら,Why
名高い,なだかい,famous
雪崩,なだれ,Avalanche
懐く,なつく,to miss; to yearn for
名付ける,なづける,to name
何気ない,なにげない,"ordinary, unremarkable, commonplace"
何しろ,なにしろ,More importantly
何卒,なにとぞ,Please
何も,なにも,nothing
何より,なにより,most importantly
七日,なぬか,seven days
名札,なふだ,name tag
生臭い,なまぐさい,"stinky, rank"
生温い,なまぬるい,"Pleasant, comfortable, cozy"
生身,なまみ,flesh
鉛,なまり,lead
鈍る,なまる,dull
並み,なみ,"average, normal, standard"
滑らか,なめらか,smooth
嘗める,なめる,to taste
悩ましい,なやましい,troubling
悩ます,なやます,"to trouble, to worry, to vex"
悩み,なやみ,"trouble, dilemma, concern"
平均,ならし,average
慣らす,ならす,to accustom
馴らす,ならす,to tame
並びに,ならびに,as well as
成り立つ,なりたつ,"to mature, to become mature, to come of age"
成る丈,なるたけ,to grow to a certain height
成るべく,なるべく,as much as possible
慣れ,なれ,"habit, familiarity, custom"
馴れ馴れしい,なれなれしい,"familiar, friendly, amiable, well-mannered"
難,なん,difficult
南,なん,south
なんか,なんか,something
何だか,なんだか,What is it
なんだかんだ,なんだかんだ,"sort of, more or less, in and out"
何て,なんて,What
何と,なんと,What
何となく,なんとなく,"somewhat, in a way, vaguely"
何とも,なんとも,nothing in particular
何なり,なんなり,anything
荷,に,luggage
似通う,にかよう,resemble
面皰,にきび,acne
賑わう,にぎわう,bustling
悪い,にくい,bad
憎しみ,にくしみ,hatred
肉親,にくしん,close relatives
肉体,にくたい,physical body
逃げ出す,にげだす,"to flee, to escape, to run away"
西日,にしび,direct sunlight
滲む,にじむ,"to seep, to bleed, to fade, to diffuse"
日夜,にちや,day and night
日当,にっとう,daily allowance
荷造り,にづくり,Packing
担う,になう,"to bear, to take on, to assume, to shoulder"
二人,ににん,two
にも拘らず,にもかかわらず,Despite
入手,にゅうしゅ,to obtain
入賞,にゅうしょう,winning
入浴,にゅうよく,bathing
尿,にょう,urine
俄か,にわか,I
認識,にんしき,recognition
妊娠,にんしん,pregnancy
人情,にんじょう,human feelings
任務,にんむ,mission
任命,にんめい,Appointment
抜かす,ぬかす,"to pluck, to pick out, to extract"
抜け出す,ぬけだす,"to escape, to break free, to get out"
盗み,ぬすみ,theft
沼,ぬま,swamp
音,ね,sound
値打ち,ねうち,value
寝かせる,ねかせる,to put to bed
捻子,ねじ,screw
ねじ回し,ねじまわし,screwdriver
捻じれる,ねじれる,to twist
鼠,ねず,rat
妬む,ねたむ,envy
強請る,ねだる,to request
熱湯,ねっとう,boiling water
熱意,ねつい,enthusiasm
熱量,ねつりょう,calories
粘り,ねばり,"persistence, tenacity, grit, determination"
粘る,ねばる,stick
値引き,ねびき,discount
根回し,ねまわし,"circumventing, going around"
眠たい,ねむたい,Tired
練る,ねる,to knead
念,ねん,"thought, feeling, intention, care, concern, consideration, sense"
年鑑,ねんかん,Yearbook
年号,ねんごう,Year
燃焼,ねんしょう,combustion
年生,ねんせい,Freshman
年長,ねんちょう,Senior
燃料,ねんりょう,fuel
年輪,ねんりん,tree rings
脳,のう,brain
農耕,のうこう,agriculture
農場,のうじょう,farm
農地,のうち,agricultural land
納入,のうにゅう,delivery
逃す,のがす,to miss
逃れる,のがれる,escape
軒並み,のきなみ,along the eaves
鋸,のこぎり,saw
望ましい,のぞましい,desirable
臨む,のぞむ,"to experience, to encounter, to face, to confront"
乗っ取る,のっとる,"to seize, to take over, to grab"
長閑,のどか,long and peaceful
罵る,ののしる,"to scold, to berate, to curse, to abuse"
延べ,のべ,total
飲み込む,のみこむ,swallow
乗り換え,のりかえ,transfer
乗り込む,のりこむ,to board
刃,は,blade
派,は,faction
把握,はあく,"to grasp, to understand, to be aware of"
肺,はい,lung
廃棄,はいき,waste
配給,はいきゅう,allocation
配偶者,はいぐうしゃ,spouse
拝啓,はいけい,Dear
背景,はいけい,background
背後,はいご,behind
灰皿,はいさら,Ashtray
廃止,はいし,abolition
拝借,はいしゃく,borrowing
排除,はいじょ,exclusion
排水,はいすい,drainage
敗戦,はいせん,Defeat
配置,はいち,"arrangement, placement, setting"
配布,はいふ,distribution
配分,はいぶん,allocation
配慮,はいりょ,consideration
配列,はいれつ,array
映える,はえる,"stunning, impressive, beautiful"
破壊,はかい,destruction
墓地,はかち,cemetery
捗る,はかどる,"progressing, going smoothly, making good progress"
果ない,はかない,fruitless
諮る,はかる,consult
図る,はかる,"to describe, to depict, to illustrate, to portray"
剥がす,はがす,peel off
破棄,はき,"to discard, to abandon, to demolish, to destroy"
泊,はく,"stay, lodge, reside"
迫害,はくがい,persecution
薄弱,はくじゃく,weak
白状,はくじょう,confession
剥ぐ,はぐ,peel
派遣,はけん,sending someone to work for a company on a temporary basis
励ます,はげます,to encourage
励む,はげむ,to encourage
剥げる,はげる,peeling
鋏,はさみ,scissors
柱,はしら,column
橋渡し,はしわたし,bridging
恥,はじ,shame
弾く,はじく,"to shoot, to play (a musical instrument), to fire"
始め,はじめ,start
始めまして,はじめまして,Nice to meet you
恥じらう,はじらう,shy
恥じる,はじる,to be ashamed of
蓮,はす,lotus
筈,はず,zero
弾む,はずむ,bounce
破損,はそん,damage
機,はた,machine
果たして,はたして,"ultimately, in the end, finally"
果たす,はたす,"to achieve, to fulfill, to accomplish"
裸足,はだし,Barefoot
蜂蜜,はちみつ,honey
発掘,はっくつ,excavation
発生,はっせい,occurrence
発足,はっそく,establishment
初,はつ,First
発,はつ,emission
発育,はついく,development
発芽,はつが,germination
発言,はつげん,utterance
発病,はつびょう,reporting a disease
初耳,はつみみ,First hearing
果て,はて,end
果てる,はてる,"end, conclude, terminate"
話し合い,はなしあい,discussion
甚だ,はなはだ,extremely
華々しい,はなばなしい,resplendent
花びら,はなびら,petal
華やか,はなやか,glamorous
阻む,はばむ,to hinder
浜,はま,beach
浜辺,はまべ,beach
填まる,はまる,to fill in
歯磨,はみがき,toothbrush
填める,はめる,fillable
生やす,はやす,to raise livestock
早める,はやめる,"to accelerate, to expedite, to advance, to hasten"
流行,はやり,trend
腹立ち,はらだち,anger
原っぱ,はらっぱ,original
張り紙,はりがみ,flyers
遥か,はるか,"far away, distant"
破裂,はれつ,rupture
腫れる,はれる,swelling
班,はん,class
判,はん,judgment
版,はん,edition
繁栄,はんえい,prosperity
反感,はんかん,antipathy
版画,はんが,lithography
反響,はんきょう,reflection
判決,はんけつ,judgment
反撃,はんげき,counterattack
反射,はんしゃ,reflection
繁殖,はんしょく,reproduction
繁盛,はんじょう,prosperous
反する,はんする,contradictory
判定,はんてい,judgment
反応,はんのう,reaction
半端,はんぱ,"half, not fully, incomplete"
反発,はんぱつ,rebound
反乱,はんらん,rebellion
氾濫,はんらん,flooding
黴菌,ばいきん,mold
賠償,ばいしょう,compensation
倍率,ばいりつ,Magnification
馬鹿馬鹿しい,ばかばかしい,"Stupid, foolish, ridiculous"
馬鹿らしい,ばからしい,ridiculous
漠然,ばくぜん,vague
爆弾,ばくだん,bomb
爆破,ばくは,explosion
暴露,ばくろ,exposure
化ける,ばける,"to transform, to change, to disguise"
罰,ばち,punishment
伐,ばつ,logging
ばてる,ばてる,to be blown away
発条,ばね,spring
散蒔く,ばらまく,to scatter; to sow
判,ばん,judgment
万,ばん,ten thousand
万人,ばんじん,ten thousand people
万能,ばんのう,all-purpose
番目,ばんめ,Number
非,ひ,non-
費,ひ,cost
延いては,ひいては,"furthermore, moreover, in addition"
控室,ひかえしつ,Waiting room
控える,ひかえる,"to restrain, to hold back, to keep at a distance, to control, to suppress, to restrain oneself"
悲観,ひかん,pessimism
匹,ひき,one
引き上げる,ひきあげる,to lift up
率いる,ひきいる,to lead
引き受ける,ひきうける,"to take over, to assume responsibility for"
引き起こす,ひきおこす,"to cause, to bring about, to trigger"
引き下げる,ひきさげる,to pull down; to lower
引きずる,ひきずる,"to drag on, to linger, to persist"
引き取る,ひきとる,to take away
引き分け,ひきわけ,draw
否決,ひけつ,reject
非行,ひこう,crime
日頃,ひごろ,everyday
久しい,ひさしい,a long time
久し振り,ひさしぶり,long time no see
悲惨,ひさん,tragic
秘書,ひしょ,secretary
比重,ひじゅう,specific gravity
密か,ひそか,secretly
浸す,ひたす,to immerse
一向,ひたすら,"one-sidedly, unilaterally"
左利き,ひだりきき,left-handed
引っ掻く,ひっかく,to scratch
引っ掛ける,ひっかける,to hang
必修,ひっしゅう,Mandatory
匹敵,ひってき,peer
未,ひつじ,"un-, not yet, not"
必然,ひつぜん,inevitable
一息,ひといき,a break
単,ひとえ,single
人柄,ひとがら,Personality
一頃,ひところ,"once upon a time, sometime in the past, formerly"
人質,ひとじち,hostage
一筋,ひとすき,one line
一まず,ひとまず,First of all
一人でに,ひとりでに,by oneself
酷い,ひどい,terrible
日取り,ひどり,date setting
雛,ひな,chick
日向,ひなた,sunlight
非難,ひなん,condemnation
避難,ひなん,evacuation
日の丸,ひのまる,Red circle
火花,ひばな,spark
日々,ひび,daily
悲鳴,ひめい,scream
百科事典,ひゃっかじてん,encyclopedia
百科辞典,ひゃっかじてん,encyclopedia
冷やかす,ひやかす,to keep cold; to chill; to make cold
日焼け,ひやけ,sunburn
票,ひょう,vote
標語,ひょうご,Slogan
ひょっと,ひょっと,"suddenly, unexpectedly, momentarily"
平たい,ひらたい,flat
比率,ひりつ,ratio
肥料,ひりょう,fertilizer
比例,ひれい,proportional
疲労,ひろう,fatigue
広まる,ひろまる,spreading
貧困,ひんこん,poverty
品質,ひんしつ,quality
品種,ひんしゅ,breed
貧弱,ひんじゃく,poverty
頻繁,ひんぱん,frequently
美,び,beauty
微笑,びしょう,smile
美術,びじゅつ,art
吃驚,びっくり,astonishment
びっしょり,びっしょり,"damp, soggy"
描写,びょうしゃ,description
びり,びり,scrape
微量,びりょう,trace
敏感,びんかん,sensitive
貧乏,びんぼう,poverty
歩,ふ,walk
不意,ふい,Unexpectedly
封,ふう,seal
封鎖,ふうさ,blockade
風習,ふうしゅう,customs
風俗,ふうぞく,customs
風土,ふうど,climate
不可欠,ふかけつ,essential
深める,ふかめる,to deepen
不吉,ふきつ,ominous
不況,ふきょう,recession
布巾,ふきん,dishcloth
福,ふく,"fortune, luck, blessing, good"
復旧,ふくきゅう,recovery
複合,ふくごう,composite
福祉,ふくし,welfare
覆面,ふくめん,mask
膨れる,ふくれる,"to expand, to swell, to inflate"
不景気,ふけいき,economic downturn
老ける,ふける,aging
布告,ふこく,Announcement
富豪,ふごう,wealthy person
負債,ふさい,debt
相応しい,ふさわしい,appropriate
不在,ふざい,absence
不山戯る,ふざける,playing pranks
負傷,ふしょう,injury
不審,ふしん,suspicious
不振,ふしん,underperformance
不順,ふじゅん,irregularity
付属,ふぞく,accessory
負担,ふたん,burden
不調,ふちょう,illness
復活,ふっかつ,resurrection
復興,ふっこう,reconstruction
沸騰,ふっとう,boiling
仏,ふつ,Buddha
不図,ふと,without a diagram
不当,ふとう,unfair
不動産,ふどうさん,real estate
赴任,ふにん,commencing work; taking up a post
腐敗,ふはい,corruption
不評,ふひょう,disfavor
不便,ふびん,inconvenience
不服,ふふく,complaint
普遍,ふへん,universal
踏まえる,ふまえる,"to take into account, to consider, to bear in mind, to reckon with, to account for"
文,ふみ,sentence
不明,ふめい,Unknown
扶養,ふよう,Dependents; allowance; support
振り,ふり,swing
振り出し,ふりだし,starting point
不良,ふりょう,defective
浮力,ふりょく,buoyancy
震わせる,ふるわせる,to shake
付録,ふろく,appendix
分,ふん,part
憤慨,ふんがい,anger
紛失,ふんしつ,lost
噴出,ふんしゅつ,eruption
紛争,ふんそう,conflict
ふんだん,ふんだん,"abundant, lavish, rich, ample"
奮闘,ふんとう,"strenuous effort, hard work, striving"
粉末,ふんまつ,powder
部,ぶ,"department, section, unit, part"
部下,ぶか,subordinate
ぶかぶか,ぶかぶか,huge
侮辱,ぶじょく,insult
武装,ぶそう,armed
斑,ぶち,speckled
物資,ぶっし,supplies
物体,ぶったい,object
物議,ぶつぎ,controversy
打付ける,ぶつける,"to beat, to strike, to assault"
仏像,ぶつぞう,Buddha image
無難,ぶなん,unremarkable
部門,ぶもん,department
ぶら下げる,ぶらさげる,to hang
ぶらぶら,ぶらぶら,wobbly
武力,ぶりょく,military force
無礼,ぶれい,Impoliteness
文化財,ぶんかざい,cultural property
分業,ぶんぎょう,specialization
文語,ぶんご,Classical Japanese
分散,ぶんさん,distributed
分子,ぶんし,molecule
文書,ぶんしょ,document
分担,ぶんたん,division of labor
分配,ぶんぱい,allocation
分母,ぶんぼ,denominator
分離,ぶんり,separation
分裂,ぶんれつ,split
兵器,へいき,weapons
閉口,へいこう,taciturn
平行,へいこう,parallel
閉鎖,へいさ,"isolated, closed, secluded"
兵士,へいし,soldier
平常,へいじょう,"ordinary, everyday"
平方,へいほう,square
並列,へいれつ,parallel
辟易,へきえき,"to fulfill, to satisfy, to accomplish"
臍,へそ,umbilical
隔たる,へだたる,"vast, immense, immense, huge, great, considerable, significant, substantial, considerable, considerable"
謙る,へりくだる,to be humble
経る,へる,"to pass through, to experience, to endure"
編,へん,knitting
偏,へん,bias
変革,へんかく,transformation
返還,へんかん,return
偏見,へんけん,prejudice
返済,へんさい,repayment
変遷,へんせん,"change, evolution, transformation"
返答,へんとう,answer
変動,へんどう,fluctuation
弁解,べんかい,excuse
便宜,べんぎ,convenience
弁護,べんご,"law, legal defense"
弁償,べんしょう,reimbursement
弁論,べんろん,debate
ぺこぺこ,ぺこぺこ,hungry
穂,ほ,"ear, spike"
保育,ほいく,childcare
倣,ほう,imitate
法案,ほうあん,bill
崩壊,ほうかい,collapse
法学,ほうがく,law
放棄,ほうき,give up
宝器,ほうき,treasure
封建,ほうけん,feudal
豊作,ほうさく,bumper crop
方策,ほうさく,strategy
奉仕,ほうし,service
方式,ほうしき,method
放射,ほうしゃ,radiation
